AreaPond,Populacao,RendaTrabalho,RendaTransferencias,RendaTotal,uf,Municipio,RendaPerCapita,n_agencias,areas_por_municipio
3170305001001,1978.60556070872,610150.57950769,276194.296493672,886344.876001361,MG,3170305,308.374034534269,0,1
3170438001001,3433.17558713653,1770701.27736494,486930.569264851,2257631.84662979,MG,3170438,515.761933062624,0,1
3170479001001,2426.3970284106,693529.274150021,406066.198495111,1099595.47264513,MG,3170479,285.826790104633,0,1
3170503001001,7708.33582354493,2847626.9528899,1185987.99121383,4033614.94410373,MG,3170503,369.421755626148,1,1
3170529001001,9197.58247694082,2367549.36296919,1114790.21997203,3482339.58294122,MG,3170529,257.409962770636,0,1
3170578001001,4945.53975775962,1539026.79836702,1045579.69669944,2584606.49506646,MG,3170578,311.194909706725,0,1
3170602001001,1729.19882780239,796826.615815044,298010.261484794,1094836.87729984,MG,3170602,460.806821635264,0,1
3170651001001,3419.02064815831,820223.891669297,411695.073391045,1231918.96506034,MG,3170651,239.900245150938,0,1
3170750001001,4480.14470272711,2641388.20782057,518237.583401961,3159625.79122253,MG,3170750,589.576538948112,0,1
3170909001001,13205.2371457859,2694410.01715472,1777912.95833491,4472322.97548963,MG,3170909,204.041017015326,1,1
3171006001001,15217.9858094478,9444896.86389876,3001089.16300818,12445986.0269069,MG,3171006,620.640404200867,2,1
3171030001001,5471.01913922497,1344789.90649531,571478.12127236,1916268.02776767,MG,3171030,245.802449648497,0,1
3171071001001,4167.55844848398,1021727.56206237,595575.401097678,1617302.96316005,MG,3171071,245.162143420938,0,1
3171105001001,2671.74559423029,1433740.62296879,316443.56939403,1750184.19236282,MG,3171105,536.630668004093,1,1
3171154001001,3602.97635167553,989878.772276275,632964.879183664,1622843.65145994,MG,3171154,274.739181070656,0,1
3171402001001,2979.94059864807,879931.544123122,522214.120599109,1402145.66472223,MG,3171402,295.284927666789,0,1
3171501001001,2390.35002350157,694337.813716794,307460.366105195,1001798.17982199,MG,3171501,290.475372598224,1,1
3171600001001,10379.3916271237,2347660.18707893,1700814.89146889,4048475.07854782,MG,3171600,226.184758357509,1,1
3171709001001,6729.38255178528,2309096.5613681,1176821.0090512,3485917.57041929,MG,3171709,343.136468108133,1,1
3171808001001,7965.7700582397,2947903.31573317,1392989.02020707,4340892.33594024,MG,3171808,370.071354580954,1,1
3171907001001,4202.62766350042,1078117.56950534,737804.478980834,1815922.04848618,MG,3171907,256.5341628688,1,1
3172103001001,3843.79758662252,1749446.0221926,798471.354127644,2547917.37632025,MG,3172103,455.134793851051,0,1
3172202001001,1982.16598401051,766204.353803073,364192.876410372,1130397.23021344,MG,3172202,386.549037761617,0,1
3200136001001,7232.18934391777,3318998.22681475,1246366.0972122,4565364.32402695,ES,3200136,458.920261760846,1,1
3200169001001,8876.28400453823,2811709.79275767,1540376.4525819,4352086.24533956,ES,3200169,316.766542318848,1,1
3200300001001,11185.5421327279,6302894.74709419,2436829.62983897,8739724.37693316,ES,3200300,563.485852746687,2,1
3200359001001,5488.18133457986,2070409.68824662,903376.543884024,2973786.23213064,ES,3200359,377.248775509914,1,1
3200409001001,18443.9483802271,10959525.2843908,3022410.75996139,13981936.0443522,ES,3200409,594.207111105342,3,1
3200508001001,5901.18262146551,2120670.56151452,1476099.70134586,3596770.26286037,ES,3200508,359.363655990003,1,1
3200706001001,7599.85890622048,3471857.21594302,1214086.01918222,4685943.23512525,ES,3200706,456.831798956335,1,1
3201001001001,10665.7146686605,4947159.62869343,1533472.83161346,6480632.4603069,ES,3201001,463.837612610234,2,1
3201100001001,7406.61725776715,3774638.83801642,1670820.1855406,5445459.02355701,ES,3201100,509.630605531566,1,1
3201159001001,8545.03560337304,3611931.84226165,1029165.94755666,4641097.7898183,ES,3201159,422.693597769901,2,1
3201704001001,8959.67219148659,4694373.73927935,1722330.53366909,6416704.27294844,ES,3201704,523.944809469693,2,1
3201803001001,3359.60604624794,1219708.09671881,467721.293657618,1687429.39037643,ES,3201803,363.050929165043,1,1
3202009001001,4811.45175241827,1738661.65053929,740703.17523294,2479364.82577223,ES,3202009,361.359053359607,1,1
3202108001001,17594.3027689982,6383329.87416927,2761706.56420473,9145036.438374,ES,3202108,362.806640193604,2,1
3202207001001,12984.678407639,8174404.03397459,2657795.77415312,10832199.8081277,ES,3202207,629.542278780315,2,1
3202256001001,8403.58377710933,4082376.21336441,1377700.7528903,5460076.96625471,ES,3202256,485.789910785976,1,1
3202454001001,16726.945356618,7464678.27751831,2624732.48847268,10089410.765991,ES,3202454,446.266674420917,2,1
3202504001001,8663.72932340587,5256973.94736251,3076114.42771165,8333088.37507416,ES,3202504,606.779569297058,2,1
3202553001001,6420.52747321011,2352492.85042325,776998.74387573,3129491.59429897,ES,3202553,366.401804250369,1,1
3202603001001,10196.9688912255,6437579.70274201,1787659.61879893,8225239.32154094,ES,3202603,631.322873631748,4,1
3202652001001,8627.59544035531,4276959.62955854,1291541.30546876,5568500.9350273,ES,3202652,495.730201899963,1,1
3202702001001,11309.7729963151,5144649.22543369,2142369.29852593,7287018.52395962,ES,3202702,454.885277282743,3,1
3202900001001,8689.83015328787,4724108.3679495,1818723.41461578,6542831.78256528,ES,3202900,543.636444512335,2,1
3203056001001,18026.6816671547,10870416.8744751,2281895.32434325,13152312.1988183,ES,3203056,603.018185775223,2,1
3203106001001,8466.20679179919,3842267.34899951,2361376.66164663,6203644.01064614,ES,3203106,453.835754723276,1,1
3203130001001,12667.6512340575,10270248.5883172,2744356.74979108,13014605.3381083,ES,3203130,810.746080591895,4,1
3203163001001,8786.83389385716,2785126.29627517,1587851.03830414,4372977.3345793,ES,3203163,316.965852537879,1,1
3203304001001,10257.0706474724,3851460.48423245,1659552.02970789,5511012.51394034,ES,3203304,375.493219906949,1,1
3203346001001,11028.9384366628,7482389.47194585,2025455.77743836,9507845.24938421,ES,3203346,678.432427102197,3,1
3203353001001,8942.08843468763,4154119.67532341,1483231.60741467,5637351.28273808,ES,3203353,464.558106941662,2,1
3203403003001,20372.7780935272,9535660.76755406,3795932.31147544,13331593.0790295,ES,3203403,468.058932550967,3,1
3203502001001,13681.8356043087,7199404.34799782,2353766.86874039,9553171.21673821,ES,3203502,526.20164108174,4,1
3203601001001,4337.6699591236,1368910.5594132,702675.538729332,2071586.09814253,ES,3203601,315.586610395268,1,1
3203700001001,13823.1604843309,5246206.31717802,2329764.39107804,7575970.70825606,ES,3203700,379.522926260227,2,1
3203809001001,11242.565362326,5075816.34518188,2390420.67786659,7466237.02304847,ES,3203809,451.482040050308,3,1
3204005001001,16108.0795606035,7067237.03338737,2519745.35117793,9586982.3845653,ES,3204005,438.738647074487,2,1
3204054001001,17177.7517106337,8228627.03238308,1839743.12136243,10068370.1537455,ES,3204054,479.028173826103,3,1
3204104001001,17717.6072681336,8810938.30255999,2879962.119566,11690900.422126,ES,3204104,497.298431397511,2,1
3204203001001,13832.9613448822,7760356.1477931,3286551.64367825,11046907.7914713,ES,3204203,561.004686871636,2,1
3204252001001,5257.59846858007,1848826.48495453,790613.164733581,2639439.64968811,ES,3204252,351.648475250307,1,1
3204302001001,7873.18722666824,3159348.65715367,1019268.97380768,4178617.63096135,ES,3204302,401.279502975904,2,1
3204351001001,13602.6146285329,7441177.91406267,1949764.4899974,9390942.40406007,ES,3204351,547.040265218865,1,1
3204401001001,8921.69466875542,4874873.93277972,1707169.04015513,6582042.97293485,ES,3204401,546.406721343196,2,1
3204500001001,9440.88583793187,3372339.62532292,1714626.19500935,5086965.82033228,ES,3204500,357.205847334096,2,1
3204609001001,17407.1299688972,11274112.7521539,3935332.81831207,15209445.570466,ES,3204609,647.672118970697,4,1
3204658001001,6202.15541200236,3394533.65541968,910548.469463467,4305082.12488315,ES,3204658,547.315155768365,1,1
3204807001001,8194.06782068451,3238602.62030246,2050646.9855293,5289249.60583177,ES,3204807,395.237468272739,3,1
3204955001001,8923.24135487798,4809003.64757289,1354196.45605924,6163200.10363213,ES,3204955,538.930132708335,2,1
3205010001001,16741.1547459308,8458147.95934946,1902464.07691096,10360612.0362604,ES,3205010,505.230856993621,2,1
3205036001001,14321.4996652127,6880415.60737771,2206810.06571429,9087225.673092,ES,3205036,480.425637553195,2,1
3205069001001,15989.7882098946,10789556.9537769,4350377.72720608,15139934.680983,ES,3205069,674.777977803372,4,1
3205150001001,6780.14515574567,2791025.69109061,1013193.833936,3804219.52502661,ES,3205150,411.6468935367,1,1
3205176001001,10591.9749494525,6327223.68783437,1350647.89668851,7677871.58452288,ES,3205176,597.36014464058,2,1
3300159001001,8162.37956016673,3723881.0246447,1325512.40879334,5049393.43343804,RJ,3300159,456.22492769359,1,1
3300225001001,8881.08384686952,4570853.37549971,1833160.96954654,6404014.34504625,RJ,3300225,514.672922169391,1,1
3300258003001,21524.0126070199,13463349.7702,5890485.36706401,19353835.137264,RJ,3300258,625.503711413412,3,1
3300506003001,19907.5344584677,11185897.8286697,4513117.17841856,15699015.0070883,RJ,3300506,561.892676966421,3,1
3300902001001,11956.4919548169,4765259.7261999,2602131.56326512,7367391.28946502,RJ,3300902,398.549988090788,2,1
3300936001001,10301.8019950036,6367359.17378143,1675276.4821088,8042635.65589023,RJ,3300936,618.082076987075,1,1
3300951001001,6378.00082311844,3191524.6564844,1175718.42071344,4367243.07719783,RJ,3300951,500.395773690719,1,1
3301108001001,15467.4452327484,8059972.71809338,4401563.97590023,12461536.6939936,RJ,3301108,521.092694805762,4,1
3301157001001,9971.2440217436,3978173.89549876,1598993.96241065,5577167.85790941,RJ,3301157,398.964651434047,2,1
3301207001001,13568.1658549092,6379158.40790906,3081514.25036998,9460672.65827904,RJ,3301207,470.156281705606,2,1
3301405001001,16163.4533287392,9534490.23624035,3184073.85917921,12718564.0954196,RJ,3301405,589.879528979594,2,1
3301504001001,16090.2449608935,11042329.1815704,3622597.2715264,14664926.4530968,RJ,3301504,686.274771354207,3,1
3301603001001,8423.05539504406,4324473.01874302,1475272.02714395,5799745.04588698,RJ,3301603,513.409067841042,2,1
3301801001001,10686.5762704159,4553068.76502916,2232168.14343909,6785236.90846825,RJ,3301801,426.054954348066,2,1
3301876001001,17939.4498467932,9363041.46097441,8134072.86762194,17497114.3285964,RJ,3301876,521.924671098434,2,1
3302056001001,11345.9263405305,6008294.52096349,2243426.31734677,8251720.83831026,RJ,3302056,529.555220141027,2,1
3302106001001,18593.9685581135,9185435.95802723,4364427.0048515,13549862.9628787,RJ,3302106,494.000833083002,4,1
3302254003001,22179.7096363343,16422736.7722155,5356105.13552318,21778841.9077387,RJ,3302254,740.439664968029,3,1
3302304001001,5791.38829385828,2369692.50772965,949064.963957257,3318757.47168691,RJ,3302304,409.175207651452,1,1
3302452001001,4005.87786266397,2094640.63288759,850080.623131953,2944721.25601954,RJ,3302452,522.891786694321,2,1
3302809001001,14483.2785902856,7628589.33990668,3859916.46427354,11488505.8041802,RJ,3302809,526.717020069158,3,1
3302908003001,19599.3334899065,10965056.7895836,8302108.40488283,19267165.1944664,RJ,3302908,559.460697744158,5,1
3303005001001,20890.8833884427,10590506.4226466,5509036.35257606,16099542.7752227,RJ,3303005,506.943925047494,3,1
3303104001001,11872.2472305443,6358363.55659755,3360489.81605214,9718853.3726497,RJ,3303104,535.565292157926,3,1
3303856001001,20160.5172223962,9484919.89951489,4946806.55809015,14431726.457605,RJ,3303856,470.47006755254,4,1
3303955001001,17687.818667477,9383552.02646887,4710701.37217512,14094253.398644,RJ,3303955,530.509284546353,2,1
3304003001001,20642.2633578831,12060033.5182912,4287540.92972044,16347574.4480116,RJ,3304003,584.239882478078,4,1
3304102001001,13646.2887461304,7275256.98645919,3482004.85180169,10757261.8382609,RJ,3304102,533.130811006927,3,1
3304110001001,12502.4714851325,7645196.43452362,1805237.54872455,9450433.98324817,RJ,3304110,611.494810735225,3,1
3304128001001,9861.02504496142,5165224.85192007,1568776.40074189,6734001.25266195,RJ,3304128,523.802021429738,2,1
3304151001001,15378.4656087428,9571481.5278397,2574358.17940938,12145839.7072491,RJ,3304151,622.395092680652,2,1
3304409001001,13364.6890403712,9172769.5637495,2653873.87281227,11826643.4365618,RJ,3304409,686.343657981189,2,1
3304508001001,6543.6223578239,2867994.71347486,1336136.36149463,4204131.07496949,RJ,3304508,438.28854366049,2,1
3304607001001,8036.10693046899,3723953.56385849,1513866.18561298,5237819.74947148,RJ,3304607,463.402689396663,2,1
3305000003001,25744.6599289936,13247614.6562729,4385010.50315446,17632625.1594273,RJ,3305000,514.577185824599,2,1
3305133001001,5578.90738171702,1889035.93945092,837829.358087815,2726865.29753874,RJ,3305133,338.603208513838,2,1
3305158001001,15536.3380879442,7956003.30774743,2347627.52158326,10303630.8293307,RJ,3305158,512.089995899424,2,1
3305307001001,6999.97927163922,2560712.53116194,1138191.28493025,3698903.81609219,RJ,3305307,365.817159135999,2,1
3305406001001,13612.7460200449,6277084.25381608,3232964.96530071,9510049.21911679,RJ,3305406,461.118149458826,2,1
3305604001001,15915.0976563366,6698543.14061369,2987781.78902826,9686324.92964195,RJ,3305604,420.892368068296,2,1
3305703001001,11626.1726797633,5641459.33187044,1336785.3658998,6978244.69777024,RJ,3305703,485.23787554696,2,1
3305752003001,23362.8232364613,9543569.82684293,3159169.72220876,12702739.5490517,RJ,3305752,408.493859250226,1,1
3305901001001,8053.52621958224,3131977.99327218,2062543.82924463,5194521.82251681,RJ,3305901,388.895237673249,1,1
3306156001001,7078.72082485423,2811829.36797552,1105578.12494223,3917407.49291776,RJ,3306156,397.222808689228,2,1
3500204001001,2881.38843817757,1703621.32941379,569352.404112968,2272973.73352676,SP,3500204,591.250144146237,1,1
3500303003001,24893.0420155557,14871283.5102494,5141619.85380033,20012903.3640498,SP,3500303,597.407239378632,5,1
3500402001001,6218.3025086374,4162195.76567161,2234264.19750541,6396459.96317702,SP,3500402,669.345976637547,3,1
3500501001001,13834.5026973943,8472257.92700007,3597106.73322115,12069364.6602212,SP,3500501,612.40061260719,6,1
3500550001001,4318.15171692187,3174076.50337955,1280691.16729352,4454767.67067307,SP,3500550,735.054419450122,2,1
3500600001001,2260.68608645697,2321383.15062251,1901970.66382218,4223353.81444469,SP,3500600,1026.84895728299,3,1
3500758001001,3662.86593205604,1969023.26343488,718007.788174978,2687031.05160986,SP,3500758,537.563563602676,0,1
3500808001001,3210.76913469954,1449049.52361193,695681.553326473,2144731.07693841,SP,3500808,451.309160771392,1,1
3500907001001,2919.04188081883,1862174.4045804,464537.427764669,2326711.83234507,SP,3500907,637.940283356962,1,1
3501004001001,12347.5308169374,8762128.3141412,2503774.30021647,11265902.6143577,SP,3501004,709.625952269093,5,1
3501103001001,3381.48784029022,1536027.55689395,673027.473448687,2209055.03034264,SP,3501103,454.246068429487,1,1
3501152001001,12649.8808149388,9820940.89727587,2934418.82836901,12755359.7256449,SP,3501152,776.366278935838,2,1
3501202001001,3279.55286419282,1634980.22741896,784638.545851545,2419618.7732705,SP,3501202,498.537543111496,1,1
3501301001001,18405.9522083242,11358933.5540445,4082893.87249289,15441827.4265374,SP,3501301,617.133709002426,4,1
3501400001001,3818.83935918217,1170351.15427019,485284.363547601,1655635.51781779,SP,3501400,306.467762634778,1,1
3501509001001,2266.3993817438,1706139.26786485,411134.073557977,2117273.34142282,SP,3501509,752.797270246392,1,1
3501806001001,4606.34412111214,2887736.89896398,989287.589519511,3877024.48848349,SP,3501806,626.904291785038,2,1
3502002001001,3336.94542261706,2191289.98339022,1330839.49388504,3522129.47727526,SP,3502002,656.675403960208,1,1
3502200001001,17020.4764006373,9476836.46150741,3678040.98227976,13154877.4437872,SP,3502200,556.790317640732,4,1
3502309001001,4194.36417225186,2237612.47743264,856614.849894773,3094227.32732741,SP,3502309,533.480734037291,1,1
3502408001001,2910.8174062604,1485003.34628694,583413.294675587,2068416.64096252,SP,3502408,510.167124565452,1,1
3502606001001,3618.8076240827,1779006.52297909,910687.402811651,2689693.92579074,SP,3502606,491.600192046693,1,1
3502705001001,18507.6602196748,8443050.99523053,3636812.4370157,12079863.4322462,SP,3502705,456.192241213454,4,1
3502754001001,12455.3264657532,9422484.49386442,2185131.87149549,11607616.3653599,SP,3502754,756.502410416316,0,1
3502903003001,21182.9072998958,16562098.4234502,6099137.27216614,22661235.6956164,SP,3502903,781.861440876517,3,1
3503000001001,4151.79644841087,2536124.77218932,1150658.17841703,3686782.95060636,SP,3503000,610.84997872669,1,1
3503109001001,4685.50570520598,2403293.23282797,812725.531580739,3216018.76440871,SP,3503109,512.920778254035,1,1
3503158001001,1898.58655031726,700302.619543637,318052.620779753,1018355.24032339,SP,3503158,368.854724809156,0,1
3503356001001,1570.85105823719,669393.524913181,302992.418938555,972385.943851735,SP,3503356,426.134305606525,0,1
3503406001001,6293.91264699374,3773358.81176166,1636057.25243698,5409416.06419864,SP,3503406,599.525132202778,1,1
3503505001001,2746.1958526833,1024838.41372734,397962.785036469,1422801.19876381,SP,3503505,373.184750361478,1,1
3503604001001,7937.12110256704,4832514.8173934,1051452.87099657,5883967.68838998,SP,3503604,608.849827909323,1,1
3503703001001,6748.82644983359,4865358.2766743,1505021.66189413,6370379.93856843,SP,3503703,720.919157255003,2,1
3503950001001,1484.14739750322,705887.415457377,359073.464179741,1064960.87963712,SP,3503950,475.618133781651,0,1
3504206001001,11635.3540660373,8397016.40200819,3191889.60350593,11588906.0055141,SP,3504206,721.681210073223,5,1
3504305001001,3788.86637111283,1824349.08341652,690090.951303022,2514440.03471955,SP,3504305,481.502619708567,1,1
3504404001001,8794.12710178132,4414372.23191324,1218773.70994545,5633145.9418587,SP,3504404,501.9682091039,2,1
3504602001001,11590.4139401008,9498209.83913041,1819927.66340238,11318137.5025328,SP,3504602,819.488405523491,2,1
3504701001001,3432.97865158523,630518.968485623,232000.747540844,862519.716026466,SP,3504701,183.665275108679,0,1
3504800001001,6738.3665724879,5292264.31915628,1446884.82758381,6739149.1467401,SP,3504800,785.3927598365,1,1
3504909001001,7895.8018808267,3718168.74433121,2250600.71764481,5968769.46197602,SP,3504909,470.90451362008,2,1
3505005001001,2364.57461752354,1178928.99518945,462087.335429463,1641016.33061891,SP,3505005,498.579738804844,0,1
3505104001001,4992.51076171737,2529899.47735647,906091.369071248,3435990.84642772,SP,3505104,506.738913164849,1,1
3505351001001,3775.35258296133,1376472.00033716,520756.884419521,1897228.88475668,SP,3505351,364.594291550241,0,1
3505401001001,5479.82931860476,2094772.56129059,881972.108153273,2976744.66944386,SP,3505401,382.269672921847,1,1
3505807001001,15894.2860271772,9490675.46311503,2763706.43641461,12254381.8995296,SP,3505807,597.112411774094,6,1
3506201001001,2083.76844607551,1357469.65267122,352921.831681903,1710391.48435313,SP,3506201,651.44937539861,1,1
3506300001001,8586.59988083222,4814067.20975405,2367245.84538691,7181313.05514096,SP,3506300,560.648833830076,3,1
3506409001001,5814.68899526848,4154465.80469775,1556687.40668638,5711153.21138414,SP,3506409,714.477731840572,2,1
3506607003001,21391.3315806929,12613362.7596579,5989041.5477849,18602404.3074428,SP,3506607,589.648321427651,2,1
3506706001001,10302.1367513034,6361180.36435034,1507264.61330634,7868444.97765668,SP,3506706,617.462233118344,2,1
3506805001001,8522.25565257345,6760586.02894245,1821619.59389257,8582205.62283502,SP,3506805,793.285991942869,3,1
3506904001001,7297.87417139032,4011079.34314638,1722791.39481272,5733870.73795909,SP,3506904,549.622979095873,1,1
3507100001001,15007.8366705207,9522293.38437379,2236209.82414863,11758503.2085224,SP,3507100,634.48807402589,2,1
3507159001001,2497.93476836385,912836.316064874,301413.679653856,1214249.99571873,SP,3507159,365.436410760552,0,1
3507209001001,657.138243450619,407799.156872414,129923.65390953,537722.810781944,SP,3507209,620.568291279275,1,1
3507308001001,3296.76356395625,2409552.79806384,589917.783417508,2999470.58148135,SP,3507308,730.884320734328,1,1
3507407001001,11629.3381950699,7263221.76528146,2287713.69885161,9550935.46413307,SP,3507407,624.560197962136,3,1
3507456001001,1726.7044775857,877851.702900189,311724.938741281,1189576.64164147,SP,3507456,508.397189151679,0,1
3507704001001,4014.2862666067,2556376.56618553,1051879.89764175,3608256.46382727,SP,3507704,636.819697551477,1,1
3507753001001,2007.21392662577,1237905.37017182,360474.90021582,1598380.27038764,SP,3507753,616.728169205562,0,1
3507803001001,16454.6790016556,13547448.1828657,2780392.42747453,16327840.6103402,SP,3507803,823.318898016946,5,1
3507902001001,16833.301251511,12027549.224319,3248805.62128834,15276354.8456073,SP,3507902,714.509236460041,5,1
3508009001001,13322.3295027472,5898534.2304126,1921397.43381372,7819931.66422633,SP,3508009,442.755467742805,2,1
3508108001001,12392.3609876757,8500259.16384879,3088536.0843142,11588795.248163,SP,3508108,685.927336389116,4,1
3508207001001,3280.812165279,2380970.2106524,922770.678351291,3303740.88900369,SP,3508207,725.725854058433,1,1
3508306001001,3336.90554514137,1749806.12482847,432340.766988012,2182146.89181648,SP,3508306,524.379878650218,1,1
3508603003001,23528.2684272599,13712478.9562106,8856071.72921781,22568550.6854284,SP,3508603,582.808675385702,5,1
3508702001001,14151.2770740695,7945898.71598945,3540835.37023021,11486734.0862197,SP,3508702,561.496935887812,2,1
3508801001001,13168.0419166161,7772401.75875008,3021012.68826341,10793414.4470135,SP,3508801,590.247343376274,4,1
3508900001001,3261.36422959174,1656480.80151167,585298.256613598,2241779.05812527,SP,3508900,507.910397275385,1,1
3509106001001,3954.5402875473,1597517.55070807,802516.969536974,2400034.52024504,SP,3509106,403.970483178182,1,1
3509254003001,20309.8972733395,10073588.2721996,3154002.77325501,13227591.0454546,SP,3509254,495.99405337333,4,1
3509304001001,7877.89967550026,4804008.93393957,1756805.8997806,6560814.83372017,SP,3509304,609.808341286665,3,1
3509403001001,17944.9027210811,10937570.6069584,2830406.491149,13767977.0981074,SP,3509403,609.508492576517,6,1
3509452001001,4211.865116159,1932487.67196794,913350.408271308,2845838.08023924,SP,3509452,458.819933372003,0,1
3509809001001,3431.43006273589,1607278.52026271,655578.30033297,2262856.82059568,SP,3509809,468.399032146155,1,1
3509908001001,8951.38705590061,4669963.2763999,1886300.42653774,6556263.70293764,SP,3509908,521.702753689053,1,1
3509957001001,3193.37950012378,1405146.84697435,484117.448016782,1889264.29499113,SP,3509957,440.01874719866,0,1
3510005003001,23607.1636248062,13156020.1402636,5229969.4930245,18385989.6332881,SP,3510005,557.289319011596,5,1
3510104001001,2219.19374654417,1498542.20684093,719910.075970369,2218452.2828113,SP,3510104,675.264252692913,2,1
3510153001001,3095.49642120349,1555989.10914516,513132.650196436,2069121.7593416,SP,3510153,502.662221957992,0,1
3510302001001,13178.2734616842,6903321.07281257,2306611.61666218,9209932.68947475,SP,3510302,523.841085320011,2,1
3510708001001,9489.91447549525,4816275.53319471,2121232.44816812,6937507.98136283,SP,3510708,507.515167352798,3,1
3510906001001,2076.0631139798,1054177.68794449,382742.647791296,1436920.33573578,SP,3510906,507.77728328482,1,1
3511003001001,14000.893851153,7386218.25727235,2645821.56319646,10032039.8204688,SP,3511003,527.553335936767,2,1
3511201001001,5691.10925476044,3763332.81239724,1687187.74015479,5450520.55255203,SP,3511201,661.265254967531,1,1
3511300001001,6469.88336393836,4974676.47814055,1612364.02789855,6587040.50603911,SP,3511300,768.897397110472,2,1
3511409001001,13462.1548090863,8592310.81246988,2750117.33253269,11342428.1450026,SP,3511409,638.256722963138,4,1
3511607001001,12178.8513435323,6842103.85257951,3327070.60593112,10169174.4585106,SP,3511607,561.802066515335,2,1
3511706001001,11701.8870189877,8183496.72596411,2176149.84568591,10359646.57165,SP,3511706,699.331373878883,3,1
3511904001001,5513.76570002464,3627711.79200798,850857.396807357,4478569.18881534,SP,3511904,657.937240966146,1,1
3512001001001,13718.7958862715,9534022.65336804,2583252.37864707,12117275.0320151,SP,3512001,694.960602403072,4,1
3512100001001,4656.02429666186,2767458.4374537,690627.172227931,3458085.60968163,SP,3512100,594.382301535204,1,1
3512209001001,19235.5230340092,12244195.2005395,2830319.95312497,15074515.1536645,SP,3512209,636.540798963007,4,1
3512308001001,12602.3941322372,8590433.13382045,2977274.35764769,11567707.4914682,SP,3512308,681.650886623674,4,1
3512407001001,16376.2832716778,14086938.3588821,3755461.27818956,17842399.6370717,SP,3512407,860.203632606,6,1
3512506001001,4139.34145871538,2584679.75439702,732283.089332863,3316962.84372988,SP,3512506,624.418106159129,1,1
3512605001001,3802.53486381202,1619009.79683524,690996.475512166,2310006.27234741,SP,3512605,425.771190750422,0,1
3512704001001,2999.0377349626,2030126.03231051,785154.730921126,2815280.76323164,SP,3512704,676.92580478179,1,1
3512902001001,5954.77476636638,3247198.06316784,1279622.05033321,4526820.11350105,SP,3512902,545.309972344981,2,1
3513207001001,5887.32486934721,4029455.33595391,1394748.41034594,5424203.74629985,SP,3513207,684.428908778852,1,1
3513306001001,1848.47502981624,1056003.25868387,323862.159661866,1379865.41834573,SP,3513306,571.283485927774,2,1
3513603001001,16994.1333624622,7180666.54339371,3973031.22245127,11153697.765845,SP,3513603,422.537965910921,2,1
3513850001001,1398.03140984997,680538.78990717,263652.887403929,944191.677311099,SP,3513850,486.783619532699,0,1
3513900001001,9217.19092745502,5485064.8889675,2311018.57004509,7796083.4590126,SP,3513900,595.090731236702,3,1
3514007001001,5931.99873780306,3699243.99584991,932494.777235799,4631738.7730857,SP,3514007,623.60835855807,1,1
3514106001001,19303.0615321793,13941113.251863,3785367.4380336,17726480.6898966,SP,3514106,722.222908973395,4,1
3514205001001,1713.00795720675,883140.014935369,413827.588643679,1296967.60357905,SP,3514205,515.549277643419,1,1
3514304001001,7008.74877281544,4486420.79179088,1454230.54545784,5940651.33724872,SP,3514304,640.117221663329,1,1
3514502001001,9945.16294429148,6226000.25756234,2108887.97750373,8334888.23506607,SP,3514502,626.033006441193,4,1
3514601001001,6357.14233444302,4582618.81677177,1093305.41093641,5675924.22770818,SP,3514601,720.861446178911,1,1
3514700001001,4923.69992971617,2807186.77029716,1564256.32328461,4371443.09358177,SP,3514700,570.137662808177,1,1
3514809001001,10310.1503690653,4240354.17069738,1623288.88639383,5863643.05709121,SP,3514809,411.279566146792,2,1
3514908001001,12081.9669954785,7768483.79604103,1821187.34602029,9589671.14206132,SP,3514908,642.981709762016,4,1
3514924001001,2545.29221910704,1590962.36050777,472336.369535193,2063298.73004296,SP,3514924,625.060788134545,0,1
3514957001001,1969.51259191955,1319840.02446183,391005.412906182,1710845.43736801,SP,3514957,670.135357284247,1,1
3515129001001,2446.16643473581,1257635.23472444,485886.623806279,1743521.85853072,SP,3515129,514.124965851011,0,1
3515152001001,11720.4229204147,8993454.542281,2021260.03778377,11014714.5800648,SP,3515152,767.331913135675,3,1
3515194001001,3159.81723090655,1738273.32879152,477073.825176987,2215347.1539685,SP,3515194,550.118314372508,0,1
3515202001001,6697.38704187879,4353514.01664887,1078680.233489,5432194.25013787,SP,3515202,650.031719747765,4,1
3515301001001,2052.38161613639,1242258.03833968,331093.960521469,1573351.99886115,SP,3515301,605.276342651243,0,1
3515350001001,7164.67807521411,3363083.32303985,1220790.00627375,4583873.3293136,SP,3515350,469.397687898119,1,1
3515400001001,12003.8877079316,6614898.2723276,2876266.64537979,9491164.91770739,SP,3515400,551.062991697,4,1
3515608001001,4568.87189010121,3374100.50265131,1200645.1102447,4574745.612896,SP,3515608,738.497507439757,2,1
3515657001001,1231.24909201898,567537.645615594,223895.913845449,791433.559461043,SP,3515657,460.944620625022,0,1
3515806001001,1428.20593674281,569843.971887245,297989.945239763,867833.917127008,SP,3515806,398.992860362169,1,1
3515905001001,2563.64606465002,1374253.66351113,614062.20395555,1988315.86746668,SP,3515905,536.054365093778,1,1
3516002001001,10341.7713275321,5292815.98855678,1816041.94130512,7108857.92986191,SP,3516002,511.790081305138,3,1
3516101001001,2241.69360116101,1018417.47199096,460262.205164358,1478679.67715532,SP,3516101,454.307168233655,1,1
